0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
043259150,0,0,ROBERT C ALARIO CPA PC,WORCESTER,MA,2014,"MISSIONARIES OF OUR LADY OF HOPE IS A COMMUNITY-BASED NOT-FOR-PROFIT ORGANIZATION FORMED TO PROVIDE JOB PLACEMENT, EDUCATION AND GENERAL LIVING NECESSITIES FOR REFUGEES IN WORCESTER COUNTY MASSACHUSETTS.",1994,300,4,0,0,0,0,15384,168547,0,225710,288334,0,0,88613,0,212968,39750,0,80628,1,1,1,1,1
621273871,0,0,HENDERSON HUTCHERSON & MCCULLOUGH PLLC,CHATTANOOGA,TN,2014,"THE RIVERCITY COMPANY'S MISSION IS TO ASSIST AND SUPPORT THE CHATTANOOGA CITY AND HAMILTON COUNTY GOVERNMENTS BY PROMOTING AND MANAGING THE DEVELOPMENT OF A VIBRANT, ATTRACTIVE AND HEALTHY DOWNTOWN THAT IS THE ECONOMIC, SOCIAL AND CULTURAL CENTERPIECE OF THE CHATTANOOGA REGION. THE RIVERCITY COMPANY ACCOMPLISHES THIS BY OVERSEEING DEVELOPMENT OF DOWNTOWN REAL ESTATE, MAKING AND PROGRAMMING GREAT URBAN SPACES, AND EMPLOYING CREATIVE URBAN DESIGN. ITS PRIMARY STRATEGIC AREAS FOR PROJECTS AND INITIATIVES ARE COMPLETING A RETURN TO THE RIVER IN THE ROSS'S LANDING/RIVERFRONT DISTRICT, REINVIGORATING THE HISTORIC COMMERCIAL CORE IN THE CENTRAL BUSINESS DISTRICT, AND BRINGING MORE RESIDENTS TO ALL AREAS OF DOWNTOWN THROUGH CATALYZING A FULL RANGE OF DOWNTOWN HOUSING.",1986,70,9,0,0,0,0,1744914,78906,0,2830870,3047835,242454,0,629253,0,1426413,265316,1,20559123,1,1,1,1,1
541897455,0,0,GARRIS AND COMPANY PC,CHARLOTTESVILLE,VA,2014,ESTABLISH AND ADMINISTER AN ENERGENCY MEDICAL SERVICES SYSTEM AND TO PROVIDE TRAINING AND CONTINUING EDUCATION ON PUBLIC SAFETY.,1978,22,8,0,0,0,0,347474,81700,0,447016,410954,0,0,263620,0,461512,0,0,191521,1,1,1,1,1
251869168,0,0,WILKE & ASSOCIATES LLP,WEXFORD,PA,2014,PRIMARY EXEMPT PURPOSES: TO BUILD A FACILITY TO HOUSE RETREATS AND SUMMER CAMPS FOR CHRISTIAN ORGANIZATIONS.,2000,5,0,0,0,1900,0,76786,26425,0,116169,101358,0,0,0,4520,102044,0,0,885128,1,1,1,1,1
204560423,0,0,OTIS ATWELL,SOUTH BURLINGTON,VT,2014,1- ADVOCATING FOR IMPROVING SKI RACING SAFETY. 2- PURCHASE ADAPTIVE ATHLETIC EQUIPMENT FOR INDIVIDUALS WITH SPINAL CORD INJURY. 3- SUPPORT THE US ADAPTIVE SKI TEAM. 4- SUPPORT RESEARCH TO TREAT AND CURE PARALYSIS DUE TO TRAUMATIC SPINAL CORD INJURY.,2006,100,1,0,0,272389,0,51554,3200,0,333824,341569,159566,0,60018,81061,286680,59285,0,215426,1,1,1,1,1
376046335,0,1,First Neighbor Bank NA,CASEY,IL,2014,ASSIST SIGHT AND HEARING IMPAIRED INDIVIDUALS,0,0,0,0,6775,0,0,0,0,0,49731,98566,18953,0,0,0,37170,0,0,611966,1,1,1,1,1
050454409,0,0,Shafer & MacRae CPAs,TEMECULA,CA,2014,"SERVING THE HAITIAN COMMUNITY & SURROUNDING AREA IN EDUCATION OF HYGIENE, HOUSING, FOOD PREPARATION, SANITATION, FARMING AND FARMING TECHNIQUES",2000,0,0,0,0,0,0,594598,0,0,594598,646564,0,0,25458,0,557347,0,0,645836,1,1,1,1,1
272364809,0,0,PSK LLP,IRVING,TX,2014,WE PARTNER WITH OTHER ORGANIZATIONS THAT ARE DOING ORPHAN CARE WORK AROUND THE WORLD AND STRENGHTEN THEIR PROGRAMS.,2010,35,0,0,0,0,0,293769,0,0,293359,594691,233784,0,0,0,302061,0,0,72675,1,1,1,1,1
596134207,0,1,ORTH CHAKLER MURNANE AND CO CPAs,GAINESVILLE,FL,2014,"PEOPLE HELPING PEOPLE TO MASTER THEIR FINANCIAL SITUATIONS, ONE SOLUTION AT A TIME.",1944,9,27,0,0,0,0,0,3529850,0,3597339,3127032,0,0,1333206,0,3406174,256220,1,3305736,1,2,1,1,1
274312119,0,4,MANER COSTERISAN PC,OKEMOS,MI,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
597212468,0,4,SAXBST LLP,CLIFTON,NJ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
611287966,0,0,WEBSTER & KIRK PLLC,FRANKFORT,KY,2014,0,0,0,0,0,0,0,0,0,0,0,86180,0,0,0,0,0,76001,0,0,25483,1,1,1,2,2
463812139,0,0,CORBETS & ASSOCIATES INC,CLEVELAND,OH,2014,"BALLET IN CLEVELAND IS REVOLUTIONIZING BALLET IN CLEVELAND AND BEYOND BY HIGHLIGHTING THE UNIQUE AND PASSIONATE ARTISTRY OF BALLET. THROUGH MULTI-FACETED PRESENTATIONS OF EXCEPTIONAL PROFESSIONAL BALLET, BALLET IN CLEVELAND PROMOTES THE PRESENCE, POWER, AND RELEVANCE OF THE ARTS IN OUR LIVES. THROUGH BALLET IN CLEVELAND'S PRESENTATION OF THE BEST IN BALLET, ITS EFFORTS, BASED IN CLEVELAND, WILL CARRY THROUGHOUT THE NATION. BALLET IN CLEVELAND WILL DELIVER ITS MISSION THROUGH THE PRESENTATION OF EXTRAORDINARY BALLET PERFORMANCES, EDUCATIONAL PROGRAMMING, AND EVENTS THAT WILL ENGAGE AND INSPIRE AUDIENCES. BALLET IN CLEVELAND WILL COMMUNICATE THE RELEVANCE AND VALUE OF BALLET, THE RESULTS OF WHICH WILL ENDURE FOR FUTURE GENERATIONS.",2013,15,0,0,0,15900,0,84422,43420,0,153617,0,0,0,28000,7000,139974,28000,0,6414,1,1,1,1,1
911501688,0,0,Strand & Associates,Tacoma,WA,2014,0,0,0,0,0,0,0,0,0,0,0,114461,0,0,0,0,0,102791,0,0,93897,1,1,1,2,2
465320778,0,0,HEINZ & COMPANY LLP,Jacksonville,FL,2014,0,0,0,0,0,0,0,0,0,0,0,59838,0,0,0,0,0,400,0,0,59438,1,1,1,2,2
561797737,0,0,MICHAEL W SHELL CPA PC,CONNELLY SPRINGS,NC,2014,TO PROVIDE FIRE PROTECTION AND FIRST RESPONDER SERVICES FOR THE LOCAL RURAL COMMUNITY.,1970,11,1,0,0,0,2190,1476,197905,0,204471,215784,0,3718,42477,0,214773,33840,0,634353,1,1,1,1,1
590638867,0,1,BDO USA LLP,TALLAHASSEE,FL,2014,"TO MUTUALLY ENCOURAGE AND ASSIST MEMBERS IN SOCIAL, MENTAL AND MORAL ADVANCEMENT.",1921,275,0,0,0,0,0,0,717040,0,722165,698278,30058,0,0,0,762522,0,0,274628,1,2,1,1,1
273314429,0,0,Newtown Yardley Chinese School,Morrisville,PA,2013,"To teach Chinese Language and culture, promote culture exchange and diversity and engage in all lawful activities and in other efforts consistent with charitable, educational and scientific purposes.",2010,9,8,0,0,1785,0,3211,24330,0,29326,47604,0,0,14244,0,26171,0,0,27480,1,1,1,1,1
233088250,0,0,Peterson Fieo and Co,Norwood,PA,2014,0,0,0,0,0,2994,0,0,0,0,0,3767,0,0,0,0,0,3465,0,0,11392,1,1,1,2,2
416019901,0,4,SAWMILL PRIVATE MANAGEMENT INC,MINNEAPOLIS,MN,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
570819954,0,0,BAUKNIGHT PIETRAS & STORMER PA,COLUMBIA,SC,2014,0,0,0,0,0,3640,0,0,0,0,0,49690,0,0,0,0,0,48291,0,0,27089,1,1,1,2,2
651162665,0,0,GUEST PEAVY GUEST CPAS PA,STUART,FL,2014,0,0,0,0,0,77184,0,0,0,0,0,77184,0,0,0,0,0,83223,0,0,5925,1,1,1,2,2
311394062,0,1,HW&CO,Columbus,OH,2014,0,0,0,0,0,11113,0,0,0,0,0,62413,0,0,0,0,0,63894,0,0,12927,1,2,1,2,2
346513797,0,4,MN ADVISORY SERVICES LLC,CLEVELAND,OH,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
200500365,0,4,CLIFTONLARSONALLEN LLP,LONG LAKE,MN,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
222982547,0,1,Richard A Chabot CPA PC,BATH,ME,2014,0,0,0,0,0,0,0,0,0,0,0,110401,0,0,0,0,0,135230,0,0,7436,1,2,1,2,2
237394096,0,0,Susan M Lehman CPA,Elkland,PA,2014,Fire protection services,1966,60,0,0,0,0,50513,750,0,0,63642,60028,0,0,400,0,46055,400,0,1110173,1,1,1,1,1
710801566,0,0,CHARITY CHALLENGE FOUNDATION,ROGERS,AR,2014,PROVIDE PERMANENT AND LONG-TERM FINANCIAL SUPPORT TO THE ARKANSAS CRISIS CENTER.,1997,0,0,0,0,0,0,124960,0,0,124326,168481,115000,0,0,0,1145333,0,0,0,1,1,1,1,1
752204594,0,0,ALEXANDER LANKFORD & HIERS INC,LUFKIN,TX,2014,"GOODWILL COLLABORATES WITH OUR COMMUNITY TO TRANSFORM DONATIONS INTO INNOVATIVE TRAINING, EMPLOYABILITY, AND FINANCIAL STABILITY PROGRAMS THAT EMPOWER PEOPLE WITH DISABILITIES AND OTHER BARRIERS TO ACHIEVE INDEPENDENCE.",1988,70,147,10000,0,0,434743,1534411,1674466,0,3655380,3386984,0,0,1588881,0,3889691,105661,0,2083622,1,1,1,1,1
251374594,0,1,BATES BARKSDALE ICKERT & COMPANY,WEXFORD,PA,2014,PROMOTING THE INTERESTS OF THE BUSINESS COMMUNITY,1972,0,10,0,0,0,0,0,368016,0,431292,497926,0,0,258953,0,423512,60783,0,142951,1,2,1,1,1
450448773,0,0,KOVASH & DASOVICK PC,DICKINSON,ND,2014,"THE DICKINSON BASEBALL CLUB, INC. RAISES FUNDS FOR THE GENERAL OPERATIONS OF BASEBALL IN DICKINSON.",1998,0,10,0,0,0,0,165668,56008,0,221712,218678,0,0,67469,0,185894,0,0,77133,1,1,1,1,1
161665560,0,0,ASSOCIATED TAX AND ACCOUNTING,ALBUQUERQUE,NM,2014,0,0,0,0,0,0,0,0,0,0,0,96581,0,0,0,0,0,104330,0,0,6200,1,1,1,2,2
273358002,0,0,CORWIN REICHTER & COMPANY PC,ELKHART,IA,2014,0,0,0,0,0,245,0,0,0,0,0,56501,0,0,0,0,0,57438,0,0,3714,1,1,1,2,2
260300617,0,0,BAKER TILLY VIRCHOW KRAUSE LLP,CONCORD,MA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
526063427,0,4,STEWART LARRABEE TRUST,PITTSBURGH,PA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
363789851,0,1,BLACKMAN & ASSOCIATES PC,LINCOLN,NE,2014,LABOR UNION TO BARGAIN FOR ITS MEMBERS.,1988,0,0,0,0,0,0,0,6480571,0,6414553,7019767,1000,0,0,0,7329143,0,0,3819458,1,2,1,1,1
205150283,0,1,Duncan Ashe PA,WALLBURG,NC,2014,0,0,0,0,0,0,0,0,0,0,0,78137,0,0,0,0,0,49424,0,0,157818,1,2,1,2,2
463288374,0,1,OSTERMAN POLLACK & MOSES LLC,OAKLAND,CA,2014,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,191655,0,0,233893,1,2,1,2,2
930677896,0,1,HOUGH MACADAM WARTNIK FISHER & GORMAN LLC,Coos Bay,OR,2014,0,0,0,0,0,43450,0,0,0,0,0,47805,0,0,0,0,0,25803,0,0,183339,1,2,1,2,2
364536177,0,1,SIGMA NU FRATERNITY,ORLANDO,FL,2014,0,0,0,0,0,79551,0,0,0,0,0,79551,0,0,0,0,0,79550,0,0,289,1,2,1,2,2
363911981,0,1,Signet Professional Services Inc,Elgin,IL,2014,ENDOWED CARE TAX EXEMPT CEMETERY,1993,0,0,0,0,0,0,0,0,0,85176,59972,0,0,0,0,0,0,0,2698047,1,2,1,1,1
320411274,0,0,SEAVER & FORCK CPAS,ALTON,MO,2014,0,0,0,0,0,0,0,0,0,0,0,22018,0,0,0,0,0,16063,0,0,10349,1,1,1,2,2
371650138,0,4,,EAST STROUDSBURG,PA,0,0,0,0,0,0,0,0,0,0,0,0,12565,0,0,0,0,0,0,0,0,0,2,2,2,2,2
411712804,0,0,THORESEN DIABY HELLE CONDON & DODGE INC,MINNEAPOLIS,MN,2014,"WELLSPRING ADOPTION AGENCY, INC., DBA ADOPTION MINNESOTA PROVIDES ADOPTION AND SUPPORT SERVICES FOR BOTH BIRTHPARENT AND ADOPTIVE PARENTS.",1989,0,12,0,0,0,0,5086,797721,0,803070,699056,0,0,595999,0,814720,304280,1,612171,1,1,1,1,1
381557861,0,0,HUNGERFORD ALDRIN NICHOLS & CARTER,GRAND RAPIDS,MI,2014,"TO PROVIDE BUSINESS EDUCATION TO STUDENTS, GRADES K-12.",1955,1440,20,0,0,643981,0,902056,0,0,1598969,2337815,0,0,875003,113018,1369609,184694,1,4138438,1,1,1,1,1
273741627,0,0,Capin Crouse LLP,Carlsbad,CA,2014,"Provides training and other empowerment support activities for individuals, families, communities, and organizations.",2010,12,0,0,0,0,0,1342399,19613,0,1364411,1219555,1167032,0,60100,0,1234798,10000,0,1066449,1,1,1,1,1
411495321,0,0,CLIFTONLARSONALLEN LLP,BLOOMINGTON,MN,2014,TO MANAGE AND ADMINISTER INVESTMENTS FOR ITS AFFILIATES.,1983,8,0,0,0,0,0,0,0,0,12953260,11383944,0,0,0,0,1108143,0,0,162731754,1,1,1,1,1
362425015,0,1,CARPENTIER MITCHELL GODDARD & CO LLC,MOLINE,IL,2014,"TO PROMOTE THE SUCCESS OF OUR MEMBERS AND ADVANCE THE GROWTH OF THE EQUIPMENT RENTAL INDUSTRY. WE HOLD AN ANNUAL CONVENTION, PRODUCE A MAGAZINE, AND PROVIDE VARIOUS OTHER MEMBER SERVICES.",1956,150,51,0,0,0,0,0,13328546,0,15293080,13930452,0,0,3847076,0,12167534,997628,6,33611792,1,2,1,1,1
060666277,0,1,WHITTLESEY & HADLEY PC,HARTFORD,CT,2014,"TO PROVIDE SERVICES TO LOCAL AFFILIATES IN THE AREAS OF NEGOTIATIONS, GRIEVANCES, PUBLIC RELATIONS AND PROFESSIONAL DEVELOPMENT.",1848,350,82,0,0,0,0,0,19525707,0,20380732,20261995,262957,0,15285599,0,19649432,2461275,42,12867400,1,2,1,1,1
042616064,0,0,ALEXANDER ARONSON FINNING & CO PC,WALTHAM,MA,2014,"SPRINGWELL PROVIDES SERVICES THAT HELP SENIORS, AND INDIVIDUALS WITH DISABILITIES LIVE AT HOME WITH DIGNITY AND INDEPENDENCE. SPRINGWELL ALSO SUPPORTS BOTH FAMILY MEMBERS AND PROFESSIONALS WHO PROVIDE CARE TO SENIORS AND INDIVIDUALS WITH DISABILITIES HELPING THEM NAVIGATE THE EMOTIONAL, PHYSICAL AND FINANCIAL MAZE OF CAREGIVING. IN ADDITION, SPRINGWELL WORKS WITH GOVERNMENT AGENCIES, HEALTH PROVIDERS AND HOUSING ENTITIES TO IMPROVE THEIR PATIENTS' AND RESIDENTS' HEALTH AND SATISFACTION WITH CARE WHILE REDUCING COSTS. CASE ADVISORS AND RNS MEET WITH INDIVIDUALS IN THEIR HOME TO HELP THEM ASSESS THEIR NEEDS, IDENTIFY SUPPORTS, ACCESS SUPPORTS AND WHERE APPROPRIATE TO COORDINATE SERVICES. IN-HOME SERVICES PROVIDED INCLUDE ASSISTANCE WITH PERSONAL CARE SUCH AS BATHING, DRESSING, AND TOILETING, ASSISTANCE WITH HOMEMAKING, GROCERY SHOPPING AND LAUNDRY. ASSISTANCE IS ALSO PROVIDED TO RESIDENTS OF NURSING HOMES WHO WANT TO RETURN TO LIVING IN THEIR OWN HOMES IN THE COMMUNITY. SOME OF THE ABOVE",1976,193,168,0,0,77764,0,483447,34191288,0,34680364,30995773,24996039,0,6567077,120263,33254203,261913,2,5936451,1,1,1,1,1
581651220,0,0,CLIFTON LIPFORD HARDISON & PARKER LLC,Warner Robins,GA,2014,Advocacy & Prevention Education for abused children in the Houston County Community,1985,50,8,0,0,0,152988,161651,0,0,318337,326092,0,0,237635,0,324797,51768,0,307049,1,1,1,1,1
363302622,0,0,COURSON & ASSOCIATES LLC,ALEDO,IL,2014,0,0,0,0,0,5030,0,0,0,0,0,56320,0,0,0,0,0,34637,0,0,74583,1,1,1,2,2
260706532,0,0,SIELSCHOTT WALSH KEIFER & REGULA INC,HARROD,OH,2014,0,0,0,0,0,0,0,0,0,0,0,63611,0,0,0,0,0,67307,0,0,5641,1,1,1,2,2
260827155,0,0,HUTH THOMPSON LLP,LAFAYETTE,IN,2014,0,0,0,0,0,0,0,0,0,0,0,109127,0,0,0,0,0,98754,0,0,78304,1,1,1,2,2
341496171,0,0,H & J CERTIFIED PUBLIC ACCOUNTANTS INC,CLEVELAND,OH,2014,"THE MISSION OF THE WOMEN'S RECOVERY CENTER IS TO PROVIDE COMPREHENSIVE ADDICTION TREATMENT, PREVENTION, AND EDUCATION PROGRAMS THAT ARE CLIENT- CENTERED, FAMILY-BASED, AND RECOVERY-FOCUSED. TO ACHIEVE THIS MISSION, THE CENTER CREATES AN ENVIRONMENT OF RECOVERY AND HEALING THAT IS GENDER SPECIFIC AND TRAUMA INTEGRATED CARE. THE SPECIFIC PROGRAM COMPONENTS INCLUDE: - MORNING AND EVENING TREATMENT SCHEDULES FOR LOW INCOME AND MEDICALLY INDIGENT WOMEN; - CASE MANAGEMENT TO ADDRESS ALL BARRIERS TO RECOVERY; - FAMILY AND INDIVIDUAL COUNSELING; - ART THERAPY; - PARENTING CLASSES; - CLOTHING DONATION CLOSET; - POST-DISCHARGE PLANNING INCLUDING INDIVIDUAL AND SMALL GROUP COMPUTER EDUCATION, BUDGETING AND JOB SEARCH ACTIVITIES. THE WOMEN'S RECOVERY CENTER'S WEBSITE ADDRESS IS WWW.WOMENSCTR.ORG.",1986,60,11,44000,0,13428,254934,81767,434111,0,854751,609259,0,0,477368,37344,672775,91331,0,757351,1,1,1,1,1
951161330,0,1,MILLER KAPLAN ARASE LLP,LOS ANGELES,CA,2014,see schedule o,1903,0,4,0,0,0,0,0,880424,0,952676,888111,0,7400,379289,0,917376,84104,0,2268895,1,2,1,1,1
042619667,0,0,MURPHY'S FINANCIAL SERVICES INC,DORCHESTER,MA,2014,0,0,0,0,0,0,0,0,0,0,0,17807,0,0,0,0,0,16567,0,0,-296,1,1,1,2,2
166064596,0,0,CAMPAGNA & GALLSON CPA'S PC,WILLIAMSVILLE,NY,2014,FIRE PROTECTION AND FIRST AID,1937,0,0,0,0,4371,774555,46883,0,0,875359,890925,0,1350,0,4371,902044,1350,0,2221237,1,1,1,1,1
752670925,0,0,GUINN SMITH & CO INC,IRVING,TX,2014,"MOMMIES ENDURING NEONATAL DEATH (M.E.N.D.) MINISTERS TO BEREAVED MOTHERS & FAMILIES WHO HAVE LOST A BABY TO MISCARRIAGE, STILLBIRTH OR INFANT DEATH.",1996,100,0,0,0,6143,0,145181,0,0,150475,96694,0,0,0,6143,101846,0,0,62884,1,1,1,1,1
203585125,0,0,GORDON & NEWSOM PA,ATLANTIC BEACH,FL,2014,0,0,0,0,0,6378,0,0,0,0,0,54963,0,0,0,0,0,70576,0,0,26129,1,1,1,2,2
237362980,0,1,STOY MALONE & COMPANY PC,FAIRFAX,VA,2014,HOLDING TITLE TO KENA TEMPLE SHRINE AND OPERATING THE PREMISES.,1972,0,0,0,0,0,0,0,0,0,1076,-87576,0,0,0,0,23039,0,0,859020,1,2,1,1,1
205582985,0,0,SCOTT D HEVENER CPA PLC,RICHMOND,VA,2014,"TO PROVIDE SCIENTIFIC EDUCATIONAL INFORMATION, COMPOSE. PUBLISH, AND DISSEMINATE INFORMATION AND STANDARDS DESIGNED TO ADVANCE INDUSTRY AND SPECIFIC EDUCATION, RECOGNIZE INDUSTRIAL, SCIENTIFIC, EDUCATIONAL, WORKPLACE AND ENVIRONMENTAL ACHIEVEMENTS, SUPPORT TECHNOLOGY.",2007,0,0,0,0,0,0,60551,0,0,60563,125020,0,0,0,0,59517,0,0,16247,1,1,1,1,1
043100508,0,0,Robert J Wilson CPA,Medway,MA,2014,0,0,0,0,0,0,0,0,0,0,0,86939,0,0,0,0,0,89406,0,0,24981,1,1,1,2,2
454248202,0,0,KONEK PC,PRAIRIE CITY,IA,2014,0,0,0,0,0,0,0,0,0,0,0,10269,0,0,0,0,0,18244,0,0,15489,1,1,1,2,2
200763244,0,0,Blazek & Vetterling,Houston,TX,2014,Supports the youth leadership and sustainable development work of Amigos. The Foundation was born out of the desire to take full advantage of the opportunities available to Amigos to make difference in both the lives of youth volunteers and of Latin American communities.,2003,0,0,0,0,100312,0,1631264,0,0,1661408,38087,14738,0,0,433823,514678,0,0,1438856,1,1,1,1,1
411424638,0,0,GLORVIGEN THEIS LIND & COMPANY PLLP,GRAND RAPIDS,MN,2014,0,0,0,0,0,0,0,0,0,0,0,113149,0,0,0,0,0,127715,0,0,217043,1,1,1,2,2
593181989,0,0,T W HIGGINBOTHAM CPA PA,BRANDON,FL,2014,HOUSING FOR DEVELOPMENTALLY DISABLED IINDIVIDUALS,1993,0,0,0,0,0,0,1000,1454860,0,1455868,1246846,0,0,0,0,1385029,0,0,204278,1,1,1,1,1
204244724,0,0,BOOLOS CPA FIRM,VICKSBURG,MS,2014,0,0,0,0,0,0,0,0,0,0,0,76425,0,0,0,0,0,68856,0,0,7569,1,1,1,2,2
208549875,0,0,Accounting Offices,Sacramento,CA,2014,0,0,0,0,0,26200,0,0,0,0,0,26210,0,0,0,0,0,25441,0,0,23216,1,1,1,2,2
223096523,0,0,DAVIDSON FOX & COMPANY LLP,DELHI,NY,2014,0,0,0,0,0,0,0,0,0,0,0,82268,0,0,0,0,0,10832,0,0,466442,1,1,1,2,2
452961843,0,0,TRAVIS WOLFF LLP,WYLIE,TX,2014,0,0,0,0,0,0,0,0,0,0,0,54849,0,0,0,0,0,44161,0,0,23605,1,1,1,2,2
731356260,0,0,Lohrey & Associates PLLC,TULSA,OK,2014,0,0,0,0,0,183780,0,0,0,0,0,183780,0,0,0,0,0,185041,0,0,4985,1,1,1,2,2
461379012,0,0,MORISON COGEN LLP,PHILADELPHIA,PA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7324,0,0,59702,1,1,1,2,2
