0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
274563334,0,0,ROBERTS ALEXONIS GROUP PLLC,Tucson,AZ,0,0,0,0,0,0,0,0,0,72211,0,0,0,0,0,137300,0,0,17389
262511957,0,0,MYTEAM TRIUMPH INC,ADA,MI,0,0,0,51187,0,0,0,0,0,57813,0,0,0,0,0,51143,0,0,22380
272260017,0,0,Dittrich & Associates PLLC,Cincinnati,OH,0,0,0,0,0,0,0,0,0,24409,0,0,0,0,0,42650,0,0,65349
271198702,0,0,MITCHELL & CO PC,LEESBURG,VA,0,0,0,0,0,0,0,0,0,45253,0,0,0,0,0,34981,0,0,31675
841650210,0,0,ERICKSON DEMEL & CO PLLC,AUSTIN,TX,0,0,0,0,0,0,0,0,0,131184,0,0,0,0,0,173337,0,0,22880
760294275,0,0,MURPHY & MURPHY CPA LLC,WASHINGTON,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3863,0,0,70748
541250706,0,0,SCHEULEN PATCHETT & EDWARDS PC,WARRENTON,VA,0,0,0,0,0,0,0,0,0,40536,0,0,0,0,0,34657,0,0,97838
270526903,0,0,Grace Tax Advisory Group LLC,North Fort Myers,FL,0,0,0,4420,0,0,0,0,0,102319,0,0,0,0,0,102701,0,0,4100
346556495,0,0,BEREA ROTARY FOUNDATION INC,BEREA,OH,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,250,0,0,59413
237324566,0,0,Parmelee Poirier & Associates LLP,NEWPORT,RI,34,6,0,0,6403,0,136607,430724,0,607372,611188,7397,4215,316459,31205,608126,80000,0,112584
043259150,0,0,ROBERT C ALARIO CPA PC,WORCESTER,MA,300,4,0,0,0,0,15384,168547,0,225710,288334,0,0,88613,0,212968,39750,0,80628
621273871,0,0,HENDERSON HUTCHERSON & MCCULLOUGH PLLC,CHATTANOOGA,TN,70,9,0,0,0,0,1744914,78906,0,2830870,3047835,242454,0,629253,0,1426413,265316,1,20559123
541897455,0,0,GARRIS AND COMPANY PC,CHARLOTTESVILLE,VA,22,8,0,0,0,0,347474,81700,0,447016,410954,0,0,263620,0,461512,0,0,191521
251869168,0,0,WILKE & ASSOCIATES LLP,WEXFORD,PA,5,0,0,0,1900,0,76786,26425,0,116169,101358,0,0,0,4520,102044,0,0,885128
204560423,0,0,OTIS ATWELL,SOUTH BURLINGTON,VT,100,1,0,0,272389,0,51554,3200,0,333824,341569,159566,0,60018,81061,286680,59285,0,215426
376046335,0,1,First Neighbor Bank NA,CASEY,IL,0,0,0,6775,0,0,0,0,0,49731,98566,18953,0,0,0,37170,0,0,611966
050454409,0,0,Shafer & MacRae CPAs,TEMECULA,CA,0,0,0,0,0,0,594598,0,0,594598,646564,0,0,25458,0,557347,0,0,645836
272364809,0,0,PSK LLP,IRVING,TX,35,0,0,0,0,0,293769,0,0,293359,594691,233784,0,0,0,302061,0,0,72675
596134207,0,1,ORTH CHAKLER MURNANE AND CO CPAs,GAINESVILLE,FL,9,27,0,0,0,0,0,3529850,0,3597339,3127032,0,0,1333206,0,3406174,256220,1,3305736
274312119,0,4,MANER COSTERISAN PC,OKEMOS,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597212468,0,4,SAXBST LLP,CLIFTON,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611287966,0,0,WEBSTER & KIRK PLLC,FRANKFORT,KY,0,0,0,0,0,0,0,0,0,86180,0,0,0,0,0,76001,0,0,25483
463812139,0,0,CORBETS & ASSOCIATES INC,CLEVELAND,OH,15,0,0,0,15900,0,84422,43420,0,153617,0,0,0,28000,7000,139974,28000,0,6414
911501688,0,0,Strand & Associates,Tacoma,WA,0,0,0,0,0,0,0,0,0,114461,0,0,0,0,0,102791,0,0,93897
465320778,0,0,HEINZ & COMPANY LLP,Jacksonville,FL,0,0,0,0,0,0,0,0,0,59838,0,0,0,0,0,400,0,0,59438
561797737,0,0,MICHAEL W SHELL CPA PC,CONNELLY SPRINGS,NC,11,1,0,0,0,2190,1476,197905,0,204471,215784,0,3718,42477,0,214773,33840,0,634353
590638867,0,1,BDO USA LLP,TALLAHASSEE,FL,275,0,0,0,0,0,0,717040,0,722165,698278,30058,0,0,0,762522,0,0,274628
273314429,0,0,Newtown Yardley Chinese School,Morrisville,PA,9,8,0,0,1785,0,3211,24330,0,29326,47604,0,0,14244,0,26171,0,0,27480
233088250,0,0,Peterson Fieo and Co,Norwood,PA,0,0,0,2994,0,0,0,0,0,3767,0,0,0,0,0,3465,0,0,11392
416019901,0,4,SAWMILL PRIVATE MANAGEMENT INC,MINNEAPOLIS,MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570819954,0,0,BAUKNIGHT PIETRAS & STORMER PA,COLUMBIA,SC,0,0,0,3640,0,0,0,0,0,49690,0,0,0,0,0,48291,0,0,27089
651162665,0,0,GUEST PEAVY GUEST CPAS PA,STUART,FL,0,0,0,77184,0,0,0,0,0,77184,0,0,0,0,0,83223,0,0,5925
311394062,0,1,HW&CO,Columbus,OH,0,0,0,11113,0,0,0,0,0,62413,0,0,0,0,0,63894,0,0,12927
346513797,0,4,MN ADVISORY SERVICES LLC,CLEVELAND,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200500365,0,4,CLIFTONLARSONALLEN LLP,LONG LAKE,MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222982547,0,1,Richard A Chabot CPA PC,BATH,ME,0,0,0,0,0,0,0,0,0,110401,0,0,0,0,0,135230,0,0,7436
237394096,0,0,Susan M Lehman CPA,Elkland,PA,60,0,0,0,0,50513,750,0,0,63642,60028,0,0,400,0,46055,400,0,1110173
710801566,0,0,CHARITY CHALLENGE FOUNDATION,ROGERS,AR,0,0,0,0,0,0,124960,0,0,124326,168481,115000,0,0,0,1145333,0,0,0
752204594,0,0,ALEXANDER LANKFORD & HIERS INC,LUFKIN,TX,70,147,10000,0,0,434743,1534411,1674466,0,3655380,3386984,0,0,1588881,0,3889691,105661,0,2083622
251374594,0,1,BATES BARKSDALE ICKERT & COMPANY,WEXFORD,PA,0,10,0,0,0,0,0,368016,0,431292,497926,0,0,258953,0,423512,60783,0,142951
450448773,0,0,KOVASH & DASOVICK PC,DICKINSON,ND,0,10,0,0,0,0,165668,56008,0,221712,218678,0,0,67469,0,185894,0,0,77133
161665560,0,0,ASSOCIATED TAX AND ACCOUNTING,ALBUQUERQUE,NM,0,0,0,0,0,0,0,0,0,96581,0,0,0,0,0,104330,0,0,6200
273358002,0,0,CORWIN REICHTER & COMPANY PC,ELKHART,IA,0,0,0,245,0,0,0,0,0,56501,0,0,0,0,0,57438,0,0,3714
260300617,0,0,BAKER TILLY VIRCHOW KRAUSE LLP,CONCORD,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526063427,0,4,STEWART LARRABEE TRUST,PITTSBURGH,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363789851,0,1,BLACKMAN & ASSOCIATES PC,LINCOLN,NE,0,0,0,0,0,0,0,6480571,0,6414553,7019767,1000,0,0,0,7329143,0,0,3819458
205150283,0,1,Duncan Ashe PA,WALLBURG,NC,0,0,0,0,0,0,0,0,0,78137,0,0,0,0,0,49424,0,0,157818
463288374,0,1,OSTERMAN POLLACK & MOSES LLC,OAKLAND,CA,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,191655,0,0,233893
930677896,0,1,HOUGH MACADAM WARTNIK FISHER & GORMAN LLC,Coos Bay,OR,0,0,0,43450,0,0,0,0,0,47805,0,0,0,0,0,25803,0,0,183339
364536177,0,1,SIGMA NU FRATERNITY,ORLANDO,FL,0,0,0,79551,0,0,0,0,0,79551,0,0,0,0,0,79550,0,0,289
363911981,0,1,Signet Professional Services Inc,Elgin,IL,0,0,0,0,0,0,0,0,0,85176,59972,0,0,0,0,0,0,0,2698047
320411274,0,0,SEAVER & FORCK CPAS,ALTON,MO,0,0,0,0,0,0,0,0,0,22018,0,0,0,0,0,16063,0,0,10349
371650138,0,4,,EAST STROUDSBURG,PA,0,0,0,0,0,0,0,0,0,12565,0,0,0,0,0,0,0,0,0
411712804,0,0,THORESEN DIABY HELLE CONDON & DODGE INC,MINNEAPOLIS,MN,0,12,0,0,0,0,5086,797721,0,803070,699056,0,0,595999,0,814720,304280,1,612171
381557861,0,0,HUNGERFORD ALDRIN NICHOLS & CARTER,GRAND RAPIDS,MI,1440,20,0,0,643981,0,902056,0,0,1598969,2337815,0,0,875003,113018,1369609,184694,1,4138438
273741627,0,0,Capin Crouse LLP,Carlsbad,CA,12,0,0,0,0,0,1342399,19613,0,1364411,1219555,1167032,0,60100,0,1234798,10000,0,1066449
411495321,0,0,CLIFTONLARSONALLEN LLP,BLOOMINGTON,MN,8,0,0,0,0,0,0,0,0,12953260,11383944,0,0,0,0,1108143,0,0,162731754
362425015,0,1,CARPENTIER MITCHELL GODDARD & CO LLC,MOLINE,IL,150,51,0,0,0,0,0,13328546,0,15293080,13930452,0,0,3847076,0,12167534,997628,6,33611792
060666277,0,1,WHITTLESEY & HADLEY PC,HARTFORD,CT,350,82,0,0,0,0,0,19525707,0,20380732,20261995,262957,0,15285599,0,19649432,2461275,42,12867400
042616064,0,0,ALEXANDER ARONSON FINNING & CO PC,WALTHAM,MA,193,168,0,0,77764,0,483447,34191288,0,34680364,30995773,24996039,0,6567077,120263,33254203,261913,2,5936451
581651220,0,0,CLIFTON LIPFORD HARDISON & PARKER LLC,Warner Robins,GA,50,8,0,0,0,152988,161651,0,0,318337,326092,0,0,237635,0,324797,51768,0,307049
363302622,0,0,COURSON & ASSOCIATES LLC,ALEDO,IL,0,0,0,5030,0,0,0,0,0,56320,0,0,0,0,0,34637,0,0,74583
260706532,0,0,SIELSCHOTT WALSH KEIFER & REGULA INC,HARROD,OH,0,0,0,0,0,0,0,0,0,63611,0,0,0,0,0,67307,0,0,5641
260827155,0,0,HUTH THOMPSON LLP,LAFAYETTE,IN,0,0,0,0,0,0,0,0,0,109127,0,0,0,0,0,98754,0,0,78304
341496171,0,0,H & J CERTIFIED PUBLIC ACCOUNTANTS INC,CLEVELAND,OH,60,11,44000,0,13428,254934,81767,434111,0,854751,609259,0,0,477368,37344,672775,91331,0,757351
951161330,0,1,MILLER KAPLAN ARASE LLP,LOS ANGELES,CA,0,4,0,0,0,0,0,880424,0,952676,888111,0,7400,379289,0,917376,84104,0,2268895
042619667,0,0,MURPHY'S FINANCIAL SERVICES INC,DORCHESTER,MA,0,0,0,0,0,0,0,0,0,17807,0,0,0,0,0,16567,0,0,-296
166064596,0,0,CAMPAGNA & GALLSON CPA'S PC,WILLIAMSVILLE,NY,0,0,0,0,4371,774555,46883,0,0,875359,890925,0,1350,0,4371,902044,1350,0,2221237
752670925,0,0,GUINN SMITH & CO INC,IRVING,TX,100,0,0,0,6143,0,145181,0,0,150475,96694,0,0,0,6143,101846,0,0,62884
203585125,0,0,GORDON & NEWSOM PA,ATLANTIC BEACH,FL,0,0,0,6378,0,0,0,0,0,54963,0,0,0,0,0,70576,0,0,26129
237362980,0,1,STOY MALONE & COMPANY PC,FAIRFAX,VA,0,0,0,0,0,0,0,0,0,1076,-87576,0,0,0,0,23039,0,0,859020
205582985,0,0,SCOTT D HEVENER CPA PLC,RICHMOND,VA,0,0,0,0,0,0,60551,0,0,60563,125020,0,0,0,0,59517,0,0,16247
043100508,0,0,Robert J Wilson CPA,Medway,MA,0,0,0,0,0,0,0,0,0,86939,0,0,0,0,0,89406,0,0,24981
454248202,0,0,KONEK PC,PRAIRIE CITY,IA,0,0,0,0,0,0,0,0,0,10269,0,0,0,0,0,18244,0,0,15489
200763244,0,0,Blazek & Vetterling,Houston,TX,0,0,0,0,100312,0,1631264,0,0,1661408,38087,14738,0,0,433823,514678,0,0,1438856
411424638,0,0,GLORVIGEN THEIS LIND & COMPANY PLLP,GRAND RAPIDS,MN,0,0,0,0,0,0,0,0,0,113149,0,0,0,0,0,127715,0,0,217043
593181989,0,0,T W HIGGINBOTHAM CPA PA,BRANDON,FL,0,0,0,0,0,0,1000,1454860,0,1455868,1246846,0,0,0,0,1385029,0,0,204278
204244724,0,0,BOOLOS CPA FIRM,VICKSBURG,MS,0,0,0,0,0,0,0,0,0,76425,0,0,0,0,0,68856,0,0,7569
208549875,0,0,Accounting Offices,Sacramento,CA,0,0,0,26200,0,0,0,0,0,26210,0,0,0,0,0,25441,0,0,23216
223096523,0,0,DAVIDSON FOX & COMPANY LLP,DELHI,NY,0,0,0,0,0,0,0,0,0,82268,0,0,0,0,0,10832,0,0,466442
452961843,0,0,TRAVIS WOLFF LLP,WYLIE,TX,0,0,0,0,0,0,0,0,0,54849,0,0,0,0,0,44161,0,0,23605
731356260,0,0,Lohrey & Associates PLLC,TULSA,OK,0,0,0,183780,0,0,0,0,0,183780,0,0,0,0,0,185041,0,0,4985
461379012,0,0,MORISON COGEN LLP,PHILADELPHIA,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7324,0,0,59702
202838597,0,0,HBL CPAs PC,Tucson,AZ,0,0,0,0,0,0,0,0,0,106956,0,0,0,0,0,123516,0,0,-29125
208169651,0,1,MARCIA L SIEBRING CPA,GREELEY,CO,0,0,0,2360,0,0,0,0,0,6343,0,0,0,0,0,9611,0,0,10577
270243010,0,1,JEFF HUFFORD CPA LLC,AUSTIN,TX,0,0,0,45971,0,0,0,0,0,153662,0,0,0,0,0,147332,0,0,8633
541020432,0,0,MARTIN BEACHY & AREHART PLLC,ELKTON,VA,100,6,0,0,0,0,125594,97260,0,232244,219726,67232,0,114708,0,232901,38246,0,368759
141775218,X,0,SARATOGA CARE INC,Saratoga Springs,NY,0,0,0,0,504248,0,4357279,0,0,4926718,1677205,2790466,0,281894,556908,3347374,105020,1,5137448
237190326,0,0,DAVIDSON DOYLE & HILTON LLP,DANVILLE,VA,0,237,37749,0,9713,0,2459597,370158,0,4749881,4678829,0,0,2964560,60852,4808665,147506,0,2605112
200479474,0,0,25045 - A NEW CLENDENIN INC,CLENDENIN,WV,0,0,0,0,0,0,10000,0,0,73012,196456,0,0,0,0,86249,0,0,2232204
431130682,0,1,Culley-Larkins CPAs,KANSAS CITY,MO,0,8,0,116850,0,0,0,59954,0,378084,355207,0,0,257950,0,393008,101895,1,87390
510173731,0,0,PILTZ WILLIAMS LAROSA & CO,OCEAN SPRINGS,MS,30,16,0,0,0,168000,224449,120188,0,310456,642457,0,0,270350,0,512799,85000,0,13320816
465547446,0,0,HOWARD MC KNIGHT PA CPA,SARASOTA,FL,0,0,0,0,0,0,0,4720,0,4720,1982,0,0,0,0,5440,0,0,1200
237414817,0,4,Shari Bukovac,INDIAN HEAD,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586347523,0,4,ELLIOTT DAVIS DECOSIMO LLCPLLC,GREENWOOD,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527262311,0,4,BASKIN HADLEY & ASSOCIATES PC,TULSA,OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261475115,0,4,EEPB PC,HOUSTON,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
043474541,0,4,MCKENZIE & FRAWLEY CPAS,LOWELL,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570980098,0,1,DIXON HUGHES GOODMAN LLP,SALEM,SC,0,10,0,0,0,0,0,2246255,0,2258855,1825661,0,0,364364,0,1559997,0,0,3193725
237425112,0,0,BAKER & ASSOCIATES CPAS LLC,HAMILTON,OH,0,0,0,0,0,0,0,0,0,100267,0,0,0,0,0,97588,0,0,18853
770220629,0,0,A J HOUSTON FINANCIAL SERVICES,CARMEL,CA,0,0,0,26178,0,0,0,0,0,178879,0,0,0,0,0,212068,0,0,89867
930718337,0,0,HOFFMAN STEWART & SCHMIDT PC,PORTLAND,OR,0,18,0,4261446,233460,0,1760124,0,0,6404360,6943984,5343868,0,1374826,1087835,7654412,228681,1,11294328
521120638,0,0,COUNCILOR BUCHANAN & MITCHELL PC,GAITHERSBURG,MD,8,28,0,0,3234,0,432588,743140,0,1177964,1257143,0,0,557455,48487,1307471,50590,0,540449
770052212,0,0,Moss Levy & Hartzheim LLP,Santa Maria,CA,0,0,0,1503,0,0,0,0,0,54593,0,0,0,0,0,44030,0,0,19811
271910378,0,0,MOSS ADAMS LLP,SONOMA,CA,0,0,0,0,0,0,0,0,0,944,0,0,0,0,0,880,0,0,8445
930286205,0,1,JOSEPH & HANDY LLP,SPRINGFIELD,OR,275,14,0,312891,0,0,3000,156978,0,594771,577010,33300,0,407719,0,662527,98150,0,142656
521754771,0,1,CALIBRE CPA GROUP PLLC,WASHINGTON,DC,0,18,0,0,0,0,7500,5222968,0,5443304,5273695,0,0,2811028,0,5652773,1681475,7,1296643
850171020,0,0,SCOTT NORTHAM CPA PC,RUIDOSO,NM,0,30,0,0,75,126000,134419,34702,0,586432,575257,0,0,225287,25820,469490,0,0,1032903
237392554,0,1,CLIFTONLARSONALLEN LLP,MCLEAN,VA,14,4,0,0,0,0,0,639038,0,934695,1383835,0,0,536259,0,1336460,336322,2,1034484
341955814,0,0,BATH-RICHFIELD KIWANIS CLUB,Richfield,OH,0,0,0,0,0,0,0,0,0,21311,0,0,0,0,0,26792,0,0,29596
453589119,0,0,Thill & Leonard CPAs LLC,OLATHE,KS,0,0,0,0,0,0,0,0,0,113616,0,0,0,0,0,83644,0,0,102078
541945795,0,0,KEITERSTEPHENSHURSTGARY & SHREAVESPC,MIDLOTHIAN,VA,0,0,0,3590,0,0,0,0,0,52482,0,0,0,0,0,36148,0,0,33901
800376335,0,0,A ACCOUNTING AND TAX SERVICES,Irvine,CA,0,0,0,0,0,0,0,0,0,29910,0,0,0,0,0,472,0,0,17440
870748812,0,4,Graff Ballauer & Blanski PC,NORTHFIELD,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200413954,0,0,SCOTT E PERNAA CPA PC,South Cle Elum,WA,0,1,0,0,0,1097925,55027,0,0,1277659,685392,1149895,0,19604,0,1253064,0,0,171133
581666179,0,0,BKD LLP,AUGUSTA,AR,16,471,0,0,0,13558525,1705041,20270374,0,36204501,30929648,41667,0,19714809,0,33505040,2147963,23,25184548
880217143,0,1,Read & Powell LLP,ELKO,NV,0,0,0,0,0,0,0,0,0,65299,0,0,0,0,0,23214,0,0,166434
275404344,0,0,PETERSON SULLIVAN LLP CPA'S,CHEHALIS,WA,20,4,0,0,46055,0,683015,48406,0,773568,359459,7330,0,15721,0,187818,0,0,1727115
202905135,0,0,ProGress Accounting,Anchorage,AK,0,0,0,0,0,93508,8648,0,0,102157,108911,0,0,0,0,101813,0,0,-583
560854337,0,1,DAVIS GROUP PA CPA'S,SALISBURY,NC,0,0,0,0,0,0,0,0,0,47113,0,0,0,0,0,31142,0,0,34083
361947660,0,1,STEINBERG ADVISORS LTD,CHICAGO,IL,0,0,0,54717,0,0,0,0,0,92400,0,0,0,0,0,78272,0,0,20457
383336484,0,1,Yarmak & Co,HARTLAND,MI,0,0,0,36762,0,0,0,0,0,74554,0,0,0,0,0,66049,0,0,45139
521919287,0,0,MENDELSON & MENDELSON CPA'S A PC,BETHESDA,MD,0,0,0,86037,0,0,0,0,0,91037,0,0,0,0,0,88727,0,0,46943
320422345,0,0,CAM Management Inc,Dallas,TX,4,0,0,2700,4980,0,0,0,0,7680,9714,6650,678,0,0,9107,0,0,3054
460475772,0,1,Carson Valley Accounting,San Jose,CA,0,0,0,36271,0,0,0,0,0,43093,0,0,0,0,0,37744,0,0,49233
274804960,0,4,Dunagan Jack LLP,Austin,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132686230,0,0,ROSENBERG & MANENTE PLLC,NEW YORK,NY,0,110,0,0,0,0,0,0,0,6454231,8313511,30000,0,1167237,0,6594831,196574,0,-140600
223777337,0,4,MOSES AND SCHREIBER LLP,LAKE SUCCESS,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237230340,0,0,ARMANINO LLP,LOS ANGELES,CA,14,0,0,0,0,0,20018,0,0,111168,83834,10000,0,0,0,15177,0,0,1340824
201605555,0,1,CALIBRE CPA GROUP PLLC,WASHINGTON,DC,0,9,0,0,0,0,30000,3219042,0,3250151,2814838,0,0,1462989,0,3254545,903431,4,1110883
263731030,0,4,EISNERAMPER LLP,Mill Neck,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680616880,0,0,BERNSTEIN SAMUELS & CO LLP,ENCINO,CA,0,0,0,0,0,0,0,0,0,37003,0,0,0,0,0,37254,0,0,243870
391749908,0,0,WEGNER CPAS LLP,MILWAUKEE,WI,9,40,0,0,5332,0,288,808537,0,811496,1001517,33175,0,536016,6998,834810,87500,0,220808
581899084,0,1,Rogers Accounting Service,MACON,GA,0,9,0,446769,38313,0,0,3863,0,499984,480573,0,0,295513,38313,494131,84068,0,114210
581478417,0,1,LEWIS SMITH & ASSOCIATES PC,NASHVILLE,TN,0,0,0,0,0,0,0,0,0,123814,77270,0,0,0,0,70241,0,0,2105412
452530286,0,0,DEAN CLAYTON T WOO CPA INC,MANHATTAN BEACH,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,0,-201
463291236,0,0,ROBERT WM WHEELER CPA INC,HACIENDA HEIGHTS,CA,0,0,0,0,0,0,14302,0,0,14304,19021,0,0,0,0,16616,0,0,5313
342013011,0,0,MDA PROFESSIONAL GROUP PC,BROWNSBORO,AL,110,0,23864,0,627,0,265706,79194,0,369453,254701,50,0,0,32183,381767,0,0,166108
341896112,0,4,REA & ASSOCIATES INC,CAPE CORAL,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266461053,0,4,EARNEY & COMPANY LLP,WILMINGTON,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030593446,0,0,Cambridge Accounting & Tax LLC,CHESTERFIELD,MO,0,3,0,2837,138507,4017,0,58003,0,203364,226138,0,0,32693,45641,165401,29058,0,32644
341721860,0,4,PNC BANK NA DBA HAWTHORN,PEPPER PIKE,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261591971,0,4,STANLEY F CARPENTER PC,MESA,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261469065,0,0,QUIGLEY & MIRON CPA'S,CULVER CITY,CA,50,31,0,0,52717,0,109907,84851,0,247722,236498,1000,0,160376,0,247100,0,0,128026
453974647,0,0,Stephens Reidinger & Beller LLP,Santa Ana,CA,0,0,0,0,0,0,0,0,0,161960,0,0,0,0,0,209074,0,0,42760
460901446,0,0,ROBERT C ALARIO CPA PC,LEOMINSTER,MA,0,0,0,0,0,0,0,0,0,117346,0,0,0,0,0,61940,0,0,112735
341863586,0,0,Creative Business Strategies Inc,Cleveland,OH,0,0,0,0,0,0,0,0,0,-631,0,0,0,0,0,70,0,0,2172
850437846,0,0,Brian K Lee CPA,SANTA FE,NM,0,0,0,0,0,0,0,0,0,30941,0,0,0,0,0,37048,0,0,309285
300001810,0,0,PALO VERDE LACROSSE CLUB,Las Vegas,NV,0,0,0,0,0,0,0,0,0,113981,0,0,0,0,0,116541,0,0,62436
636047906,0,1,CDPApc,Athens,AL,0,0,0,78827,0,0,0,0,0,80070,0,0,0,0,0,70277,0,0,204381
205173579,0,4,PRICE CPAS PLLC,NASHVILLE,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452464321,0,4,REINSEL KUNTZ LESHER LLP,YORK,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270948094,0,0,CWCSM PC,MOBILE,AL,0,0,0,0,0,0,331843,0,0,331845,301508,0,0,0,0,283263,0,0,113638
516028916,0,0,SPARANO VINCELETTE & VILLANO CPA'S,WILMINGTON,DE,270,46,0,788,67328,968325,203027,1055836,0,2724905,2596230,0,33712,914686,67328,2219943,0,0,9654612
621803937,0,0,JOHNSON HICKEY & MURCHISON PC,CHATTANOOGA,TN,60,0,103233,0,0,0,61186,0,0,165422,176407,167382,0,0,0,183929,0,0,118187
990240355,0,0,CARBONARO CPAS & MANAGEMENT GROUP,MAKAWAO,HI,224,9,0,0,10870,251717,160515,40313,0,470221,612670,0,0,352330,35318,553764,67935,0,1057728
341762284,0,0,FRUTH & COMPANY PLL CPA'S,TIFFIN,OH,0,51,0,0,0,562752,438506,0,0,1005586,1012366,0,0,608573,0,1161624,0,0,2067057
204198413,0,0,CREMALDI & KAUPP LLC,NEW ORLEANS,LA,13,36,0,0,5298,0,1983,696950,0,704231,598570,4526,0,483960,3468,644142,40000,0,128097
371449493,0,0,GR REID ASSOCIATES LLP,MIDLAND PARK,NJ,0,1,0,0,235815,0,3447,0,0,184290,133923,1000,0,45753,7147,137492,28012,0,33286
046428375,0,4,COLONEL JAMES R TRUDEN TR UI,HANOVER,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341933671,0,0,ES Evans and Company,Lima,OH,0,29,0,0,0,0,1609,527697,0,559105,291996,0,0,402932,0,533380,52449,0,-38803
593812245,0,0,JAMES MOORE & CO PL,GAINESVILLE,FL,25,0,0,0,0,0,455460,0,0,506846,264555,410000,0,0,0,413880,0,0,272229
953715964,0,0,Stoltey & Associates,SANTA BARBARA,CA,27,10,22224,0,1192,0,526439,82288,0,631265,579714,0,0,370738,3786,605849,0,0,146629
651276811,0,0,RIVERO GORDIMER & COMPANY PA,NEW YORK,NY,33,2,0,0,0,0,800548,0,0,800642,732500,0,0,210275,0,942849,110000,1,251781
